;setor;media
0;dip;17.067999999999998
1;aerodinamica;23.204
2;desempenho;22.689999999999998
3;estabilidade;22.384
4;cargas;19.726
5;estruturas;16.394
6;pel;20.473999999999997
7;dip_plantas;9.209999999999999
8;estruturas_plantas;8.756
